"id","Completo","1","2","3","4","5","6","7","7 [Outro]","8 [Ensino fundamental] [Completo]","8 [Ensino fundamental] [Cursando]","8 [Ensino médio] [Completo]","8 [Ensino médio] [Cursando]","8 [Ensino técnico] [Completo]","8 [Ensino técnico] [Cursando]","8 [Ensino superior] [Completo]","8 [Ensino superior] [Cursando]","1","1 [Outro]","2 [Em casa]","2 [Na escola]","2 [Na lan-house]","2 [Em espaços públicos]","2 [Outros]","3","4 [Computador]","4 [Notebook / Laptop]","4 [Celular / Smartphone / Palmtop]","4 [Video-game]","4 [Outros]","5","6 [E-mail]","6 [Jogos]","6 [Blogs]","6 [Fóruns]","6 [Portais/Notícias]","6 [M.I.]","6 [Sites de relacionamento]","6 [Bate-papo]","6 [Vídeos]","6 [Outros]","7","8 [Orkut]","8 [MySpace]","8 [Facebook]","8 [Twitter]","8 [Não uso sites de relacionamento]","8 [Outro]","1 [Acho importante poder manter contato com os outros participantes da feira após o fim da Febrace]","1 [É possível que um grupo trabalhe num mesmo projeto sem estar na mesma cidade, pela Internet]","1 [A idéia de uma feira de ciências virtual na internet é interessante]","2","3","4","5","6"
"202","Y","Masculino","16","Abaetetuba","Pará","São Francisco Xavier","Pública","Finalista","","0","0","0","1","0","0","0","0","Outro","10","Nunca","Nunca","1 a 3 vezes por semana","Nunca","","","1 a 3 vezes por semana","Nunca","1 a 3 vezes por semana","Nunca","","","1 a 3 vezes por semana","1 a 3 vezes por semana","Nunca","1 a 3 vezes por semana","1 a 3 vezes por semana","Todos os dias","De vez em quando","Nunca","Todos os dias","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Discordo","Concordo","Sim","","Não","",""
"203","Y","Masculino","17","São Paulo","São Paulo","Centro Educacional de Pedreira","Fundação","Finalista","","0","0","0","0","0","0","0","1","Outro","13","De vez em quando","","","","","","De vez em quando","","","","","","De vez em quando","De vez em quando","Nunca","De vez em quando","De vez em quando","Nunca","Nunca","Nunca","De vez em quando","","","Não","Não","Não","Não","Sim","","Concordo totalmente","Neutro","Concordo","Sim","considero o site da febrace um bom site, com o conteúdo necessário para nós estudantes","Sim","ótimo, porque é muito mais rápido em relação aos outros modos de envio, como os correios e a entega pessoal.",""
"204","Y","Feminino","16","Rio Claro","São Paulo","Puríssimo","Particular","Finalista","","0","0","0","1","0","0","0","0","Outro","5","Todos os dias","De vez em quando","Nunca","Nunca","","","Todos os dias","De vez em quando","Nunca","Nunca","","","Todos os dias","De vez em quando","Nunca","Nunca","1 a 3 vezes por semana","1 a 3 vezes por semana","Nunca","Nunca","Todos os dias","","","Sim","Não","Não","Não","Não","","Neutro","Discordo","Neutro","Sim","organizado e interessante","Sim","competente",""
"205","Y","Masculino","19","Rio de Janeiro","Rio de Janeiro","Técnica Resende Rammel","Particular","Finalista","","0","0","0","0","0","1","0","0","Outro","9","Todos os dias","1 a 3 vezes por semana","Nunca","Nunca","","","Todos os dias","1 a 3 vezes por semana","De vez em quando","Nunca","","","Todos os dias","De vez em quando","De vez em quando","1 a 3 vezes por semana","Todos os dias","Todos os dias","Todos os dias","Nunca","1 a 3 vezes por semana","","","Sim","Sim","Não","Não","Não","","Concordo","Neutro","Neutro","Não","","Não","",""
"206","Y","Masculino","43","Rio de Janeiro","Rio de Janeiro","Técnica Resende Rammel","Particular","Orientador / Co-orientador","","0","0","0","0","0","0","1","0","Outro","30","Todos os dias","Todos os dias","","Todos os dias","","","Todos os dias","Todos os dias","","","","","Todos os dias","","Todos os dias","Todos os dias","Todos os dias","","","","","","","Não","Não","Não","Não","Não","","Concordo totalmente","Concordo totalmente","Neutro","Sim","certas etapas são confusas","Sim","muito eficaz",""
"207","Y","Masculino","15","Rio de Janeiro","Rio de Janeiro","Técnica Resende Rammel","Particular","Finalista","","0","0","0","0","0","1","0","0","Outro","11","Todos os dias","Todos os dias","","","","","Todos os dias","","","","","","De vez em quando","Nunca","Nunca","Nunca","Nunca","De vez em quando","De vez em quando","Nunca","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo","Concordo","Concordo totalmente","Sim","é um site que passa as informações claras da feira","Não","",""
"208","Y","Masculino","14","São José dos Campos","São Paulo","Centro Cultural Esplanada","Fundação","Finalista","","0","0","0","1","0","0","0","0","Outro","9","Todos os dias","De vez em quando","Nunca","De vez em quando","","","Todos os dias","De vez em quando","Nunca","De vez em quando","","","","","","","","","","","","","","Não","Não","Não","Não","Não","","","","","N/A","","N/A","",""
"209","Y","Masculino","16","São José dos Campos","São Paulo","Poliedro","Particular","Finalista","","0","0","0","1","0","0","0","0","Outro","6","Todos os dias","De vez em quando","Nunca","Nunca","","","Todos os dias","De vez em quando","Nunca","Nunca","","","","","","","","","","","","","","Não","Não","Não","Não","Não","","","","","N/A","","N/A","",""
"210","Y","Feminino","18","São Paulo","São Paulo","","Pública","Finalista","","0","0","1","0","0","0","0","0","Outro","13","Nunca","Nunca","1 a 3 vezes por semana","De vez em quando","","","1 a 3 vezes por semana","Todos os dias","Todos os dias","Nunca","","","","","","","","","","","","","","Não","Não","Não","Não","Não","","","","","N/A","","N/A","",""
"211","Y","Feminino","17","Tailândia","Pará","E. E. E. M. São Franscisco de Assis","Pública","Finalista","","0","0","0","1","0","0","0","0","Outro","15","Todos os dias","Nunca","Nunca","Nunca","","","Todos os dias","Nunca","Nunca","Nunca","","","Todos os dias","Nunca","Nunca","Nunca","De vez em quando","Todos os dias","Todos os dias","Nunca","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo","Neutro","Sim","é um site muito bem explicado e isso é muito bom. Possui exemplos que facilita muito.","Não","",""
"213","Y","Feminino","43","Tailândia","Pará","E. E. E. M. São Franscisco de Assis","Pública","Orientador / Co-orientador","","0","0","0","0","0","0","1","0","","","1 a 3 vezes por semana","1 a 3 vezes por semana","Nunca","Nunca","","","1 a 3 vezes por semana","Nunca","Nunca","Nunca","","","1 a 3 vezes por semana","Nunca","Nunca","De vez em quando","De vez em quando","Nunca","De vez em quando","Nunca","Nunca","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo","Neutro","Sim","excelente, bem organizado em suas informações.","Sim","no meu trabalho houve um problema, no momento de enviar os nomes das alunas.","quero aprender sobre como navegar na Internet, cada vez melhor."
"214","Y","Feminino","15","Tailândia","Pará","E. E. E. M. São Franscisco de Assis","Pública","Finalista","","0","0","0","1","0","0","0","0","Outro","15","Nunca","Nunca","Nunca","Nunca","","","De vez em quando","Nunca","Nunca","Nunca","","","De vez em quando","Nunca","Nunca","Nunca","De vez em quando","De vez em quando","Nunca","Nunca","Nunca","","","Sim","Não","Não","Não","Não","","Concordo","Concordo","Neutro","Sim","ótimo","Não","",""
"215","Y","Feminino","15","Tailândia","Pará","E. E. E. M. São Franscisco de Assis","Pública","Finalista","","0","0","0","1","0","0","0","0","Outro","14","Nunca","Nunca","1 a 3 vezes por semana","Nunca","","","1 a 3 vezes por semana","Nunca","Nunca","Nunca","","","","","","","","","","","","","","Não","Não","Não","Não","Não","","","","","N/A","","N/A","",""
"216","Y","Masculino","15","Campinas","São Paulo","Instituto Educacional Imaculada","Particular","Finalista","","0","0","0","1","0","0","0","0","Outro","10","1 a 3 vezes por semana","De vez em quando","Nunca","Nunca","De vez em quando","casa de amigo","1 a 3 vezes por semana","Nunca","Nunca","De vez em quando","","","","","","","","","","","","","","Não","Não","Não","Não","Não","","","","","N/A","","N/A","",""
"217","Y","Masculino","16","Ceres","Goiás","Instituto Federal Goiano","Pública","Finalista","","0","0","0","1","0","1","0","0","Outro","11","Nunca","Todos os dias","De vez em quando","1 a 3 vezes por semana","","","Todos os dias","De vez em quando","Nunca","Nunca","","","Todos os dias","De vez em quando","De vez em quando","De vez em quando","1 a 3 vezes por semana","De vez em quando","De vez em quando","De vez em quando","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo","Concordo","Discordo","Sim","ele tem muitas informações para retirar dúvidas, mas poderia ser mais ""claro"".","Sim","bom, é apenas ler as instruções.",""
"218","Y","Feminino","17","Ceres","Goiás","Instituto Federal Goiano","Pública","Finalista","","0","0","0","1","0","1","0","0","Outro","14","Nunca","Todos os dias","De vez em quando","Nunca","","","Todos os dias","Nunca","Nunca","Nunca","","","1 a 3 vezes por semana","Nunca","Nunca","De vez em quando","Todos os dias","De vez em quando","Nunca","De vez em quando","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo","Concordo","Sim","acho um site muito interessante, podendo conhecer várias coisas.","Sim","legal, podendo se informar.",""
"219","Y","Masculino","16","Ceres","Goiás","Instituto Federal Goiano","Pública","Finalista","","0","0","0","1","0","1","0","0","Outro","12","Nunca","Todos os dias","De vez em quando","Nunca","","","Todos os dias","Todos os dias","Nunca","Nunca","","","Todos os dias","Nunca","De vez em quando","De vez em quando","1 a 3 vezes por semana","1 a 3 vezes por semana","1 a 3 vezes por semana","De vez em quando","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo","Concordo","Sim","acho um site interessante, onde podemos ver várias coisas novas.","Sim","legal, é só ler e aprender como funciona.",""
"220","Y","Feminino","16","Ceres","Goiás","Instituto Federal Goiano","Pública","Finalista","","0","0","0","0","0","1","0","0","Outro","10","","Todos os dias","De vez em quando","","","","Todos os dias","1 a 3 vezes por semana","","","","","1 a 3 vezes por semana","Nunca","Nunca","Nunca","De vez em quando","De vez em quando","Nunca","De vez em quando","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo","Concordo","Sim","é um site muito interessante e contém todas as informações sobre o que preciso.","Não","",""
"221","Y","Feminino","17","Paraibuna","São Paulo","E. E. Coronel Edurado José de Camargo","Pública","Finalista","","0","0","0","1","0","0","0","0","Outro","8","","","1 a 3 vezes por semana","","","","1 a 3 vezes por semana","","","","","","1 a 3 vezes por semana","Nunca","Nunca","Nunca","Nunca","1 a 3 vezes por semana","1 a 3 vezes por semana","Nunca","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo","Neutro","Neutro","Sim","penso que o site diminui a distância do jovem com o meio científico.","N/A","",""
"222","Y","Feminino","16","Paraibuna","São Paulo","E. E. Coronel Edurado José de Camargo","Pública","Finalista","","0","0","0","1","0","0","0","0","Outro","10","Nunca","Nunca","1 a 3 vezes por semana","1 a 3 vezes por semana","","","1 a 3 vezes por semana","Nunca","Nunca","Nunca","","","1 a 3 vezes por semana","Nunca","Nunca","De vez em quando","1 a 3 vezes por semana","1 a 3 vezes por semana","1 a 3 vezes por semana","Nunca","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo","Concordo","Concordo","Não","","Não","",""
"223","Y","Masculino","14","Campinas","São Paulo","Instituto Educacional Imaculada","Particular","Finalista","","0","0","0","1","0","0","0","0","Outro","5","Todos os dias","1 a 3 vezes por semana","De vez em quando","Nunca","","","Todos os dias","De vez em quando","De vez em quando","Nunca","","","Todos os dias","Todos os dias","De vez em quando","De vez em quando","1 a 3 vezes por semana","Todos os dias","Todos os dias","Todos os dias","Todos os dias","","","Sim","Não","Não","Não","Não","","Concordo","Concordo","Neutro","Não","","Não","",""
"224","Y","Masculino","16","Jaraguá do Sul","Santa Catarina","Weg Equipamentos Elétricos","Particular","Finalista","","0","0","0","1","0","1","0","0","Outro","10","1 a 3 vezes por semana","De vez em quando","Nunca","De vez em quando","","","1 a 3 vezes por semana","De vez em quando","De vez em quando","Nunca","","","1 a 3 vezes por semana","Nunca","De vez em quando","De vez em quando","1 a 3 vezes por semana","1 a 3 vezes por semana","1 a 3 vezes por semana","Nunca","De vez em quando","","","Sim","Sim","Não","Não","Não","","Concordo","Neutro","Discordo","Sim","é objetivo, não tem poluição visual.","Sim","perguntas não objetivas",""
"225","Y","Masculino","16","Jaraguá do Sul","Santa Catarina","Weg Equipamentos Elétricos","Particular","Finalista","","0","0","0","1","0","1","0","0","Outro","12","Todos os dias","Nunca","Nunca","Nunca","","","Todos os dias","Nunca","Nunca","Nunca","","","Todos os dias","Nunca","De vez em quando","De vez em quando","De vez em quando","Todos os dias","Todos os dias","Nunca","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo","Neutro","Discordo totalmente","Sim","bom, de fácil acesso e entendimento.","Sim","bom, porém meio confuso, útil.","sim, discussões e debates na internet são bem interessantes."
"226","Y","Masculino","18","Salvador","Bahia","Colégio da Polícia Militar","Pública","Finalista","","0","0","0","1","0","0","0","0","Outro","14","1 a 3 vezes por semana","De vez em quando","Nunca","De vez em quando","","","Todos os dias","1 a 3 vezes por semana","De vez em quando","Nunca","","","Todos os dias","Todos os dias","Nunca","De vez em quando","Todos os dias","Todos os dias","Todos os dias","Nunca","1 a 3 vezes por semana","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo totalmente","Concordo totalmente","Não","","Não","",""
"227","Y","Feminino","40","Salvador","Bahia","UFBA","Pública","Orientador / Co-orientador","","0","0","0","0","0","0","1","0","Outro","18","Todos os dias","Todos os dias","Nunca","1 a 3 vezes por semana","","","Todos os dias","Todos os dias","De vez em quando","Nunca","","","Todos os dias","Nunca","Nunca","De vez em quando","1 a 3 vezes por semana","Nunca","Nunca","Nunca","Nunca","","","Não","Não","Não","Não","Sim","","Concordo totalmente","Concordo totalmente","Concordo totalmente","Não","","Não","",""
"228","Y","Masculino","17","Salvador","Bahia","Odorico Tavares","Pública","Finalista","","0","0","1","0","0","0","0","0","Outro","11","Todos os dias","De vez em quando","De vez em quando","De vez em quando","","","Todos os dias","De vez em quando","Nunca","Nunca","","","Todos os dias","De vez em quando","De vez em quando","De vez em quando","Todos os dias","Todos os dias","1 a 3 vezes por semana","Nunca","1 a 3 vezes por semana","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo","Neutro","Sim","o site é informativo quanto para os preparativos da feira.","Sim","no meu caso, funcionou com eficiência e praticidade.",""
"229","Y","Masculino","19","Niterói","Rio de Janeiro","E. T. E. Henrique Lage","Pública","Finalista","","0","0","0","0","0","1","0","0","Outro","12","Todos os dias","De vez em quando","De vez em quando","De vez em quando","","","Todos os dias","De vez em quando","Nunca","Nunca","","","Todos os dias","De vez em quando","Nunca","De vez em quando","De vez em quando","Todos os dias","Todos os dias","1 a 3 vezes por semana","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo","Concordo","Sim","muito bom","Sim","eficiente",""
"230","Y","Masculino","18","Itaboraí","Rio de Janeiro","E. T. E. Henrique Lage","Pública","Finalista","","0","0","0","0","1","0","0","0","Outro","11","Todos os dias","De vez em quando","De vez em quando","De vez em quando","","","Todos os dias","Todos os dias","Nunca","Nunca","","","Todos os dias","De vez em quando","De vez em quando","1 a 3 vezes por semana","De vez em quando","Todos os dias","1 a 3 vezes por semana","De vez em quando","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Neutro","Concordo totalmente","Sim","o site da febrace é organizado, bonito e tem úteis informações. ","Não","","o fácil acesso a informações em geral"
"231","Y","Masculino","18","São Gonçalo","Rio de Janeiro","E. T. E. Henrique Lage","Pública","Finalista","","0","0","0","0","0","1","0","0","Outro","10","Todos os dias","De vez em quando","De vez em quando","Nunca","","","Todos os dias","De vez em quando","Nunca","Nunca","","","De vez em quando","1 a 3 vezes por semana","1 a 3 vezes por semana","De vez em quando","De vez em quando","De vez em quando","Todos os dias","Nunca","1 a 3 vezes por semana","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo","Concordo totalmente","Sim","um site muito bom, com links diretos, simples e bem organizado.","Sim","simples e direto, mostra exatamente o que fazer e como preencher todos os dados.",""
